Test Time / s,Unix Time / s,Voltage / V,Current / A,Cycle Count / 1,Capacity / %,Power / W,Ambient Temperature / degC
11160.0,1760011160,3.8702,0.1053,130,93.8973,0.4077,26.0895
11190.0,1760011190,3.8754,0.0551,130,94.0575,0.2135,25.871
11220.0,1760011220,3.861,0.0496,131,94.0743,0.1914,25.9599
11250.0,1760011250,3.886,0.0365,131,94.1084,0.1417,26.0571
11280.0,1760011280,3.8709,0.0433,131,94.0445,0.1677,25.8507
11310.0,1760011310,3.8995,-0.1546,132,94.1224,-0.6028,25.8871
11340.0,1760011340,3.8599,-0.1946,132,93.9614,-0.7513,25.9688
11370.0,1760011370,3.8737,-0.1408,132,94.1372,-0.5454,25.9385
11400.0,1760011400,3.8753,-0.2232,133,94.123,-0.8651,26.3901
11430.0,1760011430,3.8777,-0.2268,133,94.0055,-0.8797,26.3942
11460.0,1760011460,3.8869,-0.1814,133,93.9694,-0.7053,26.1745
11490.0,1760011490,3.8747,-0.3643,134,93.9036,-1.4115,26.224
11520.0,1760011520,3.897,-0.2775,134,93.9728,-1.0814,26.2281
11550.0,1760011550,3.8758,-0.3813,134,93.896,-1.4779,26.3138
11580.0,1760011580,3.8732,-0.476,135,93.9647,-1.8438,26.2019
11610.0,1760011610,3.8676,-0.3948,135,94.0223,-1.5268,26.1245
11640.0,1760011640,3.8783,-0.6247,135,93.9624,-2.4227,26.2923
11670.0,1760011670,3.8722,-0.5685,136,93.7788,-2.2014,26.2417
11700.0,1760011700,3.8858,-0.4446,136,93.7726,-1.7277,26.5199
11730.0,1760011730,3.8827,-0.5996,136,93.9762,-2.3281,26.6058
11760.0,1760011760,3.9014,-0.5745,137,93.9047,-2.2412,26.8178
11790.0,1760011790,3.8861,-0.5574,137,93.956,-2.1663,26.2918
11820.0,1760011820,3.8837,-0.6941,138,94.0165,-2.6955,26.7908
11850.0,1760011850,3.9002,-0.73,138,93.816,-2.8472,27.1976
11880.0,1760011880,3.9102,-0.7574,138,93.8087,-2.9618,26.5431
11910.0,1760011910,3.8981,-0.6522,139,93.7085,-2.5425,26.5073
11940.0,1760011940,3.8859,-0.7511,139,93.8426,-2.9186,26.2496
11970.0,1760011970,3.8951,-0.6599,139,93.6371,-2.5705,26.5172
12000.0,1760012000,3.8986,-0.8422,140,93.6931,-3.2833,26.7749
12030.0,1760012030,3.9071,-0.7724,140,93.6459,-3.018,26.6093
12060.0,1760012060,3.911,-0.8662,140,93.5548,-3.3877,26.646
12090.0,1760012090,3.8906,-0.8346,141,93.6167,-3.2471,26.4522
12120.0,1760012120,3.8772,-0.7873,141,93.7275,-3.0524,26.6816
12150.0,1760012150,3.9186,-0.919,141,93.7501,-3.6011,27.1882
12180.0,1760012180,3.8964,-0.9085,142,93.7137,-3.5401,26.9247
12210.0,1760012210,3.8981,-0.868,142,93.602,-3.3835,26.7478
12240.0,1760012240,3.9092,-0.8931,142,93.6624,-3.4914,26.5759
12270.0,1760012270,3.9087,-0.9395,143,93.5565,-3.6723,27.0097
12300.0,1760012300,3.9077,-0.8387,143,93.6208,-3.2775,26.8254
12330.0,1760012330,3.9016,-0.8784,143,93.4862,-3.4271,27.181
12360.0,1760012360,3.896,-0.9328,144,93.4404,-3.6341,27.14
12390.0,1760012390,3.8998,-0.8649,144,93.4715,-3.3729,27.0028
12420.0,1760012420,3.8967,-0.9207,145,93.5448,-3.5879,27.0405
12450.0,1760012450,3.8884,-0.8226,145,93.5962,-3.1986,26.8837
12480.0,1760012480,3.91,-0.9049,145,93.4971,-3.5382,26.4707
12510.0,1760012510,3.9067,-0.9514,146,93.2209,-3.7169,26.9599
12540.0,1760012540,3.9146,-0.8427,146,93.4191,-3.2987,26.8328
12570.0,1760012570,3.8967,-0.8621,146,93.3311,-3.3595,26.9288
12600.0,1760012600,3.9086,-0.8357,147,93.3075,-3.2665,26.848
12630.0,1760012630,3.9241,-0.9334,147,93.3308,-3.6627,26.9064
12660.0,1760012660,3.9141,-0.8728,147,93.2946,-3.4163,27.0528
12690.0,1760012690,3.9232,-0.7457,148,93.343,-2.9254,27.5137
12720.0,1760012720,3.903,-0.7533,148,93.3202,-2.9402,26.9971
12750.0,1760012750,3.9211,-0.8471,148,93.2215,-3.3218,27.0752
12780.0,1760012780,3.908,-0.7394,149,93.1777,-2.8897,27.1407
12810.0,1760012810,3.9094,-0.761,149,93.3391,-2.9752,27.2958
12840.0,1760012840,3.9019,-0.6847,149,93.194,-2.6717,27.0866
12870.0,1760012870,3.9094,-0.7144,150,93.057,-2.7931,27.1166
12900.0,1760012900,3.9027,-0.6448,150,93.1945,-2.5164,27.0419
12930.0,1760012930,3.8942,-0.6352,150,93.2842,-2.4737,27.0644
12960.0,1760012960,3.902,-0.7084,151,93.1959,-2.7642,27.0223
12990.0,1760012990,3.9043,-0.524,151,93.2391,-2.0458,26.5881
13020.0,1760013020,3.9069,-0.4684,152,93.0239,-1.8302,27.0903
13050.0,1760013050,3.8965,-0.54,152,93.0519,-2.104,27.1181
13080.0,1760013080,3.8757,-0.4686,152,93.2253,-1.8162,26.7955
13110.0,1760013110,3.8918,-0.4749,153,92.9802,-1.848,27.1923
13140.0,1760013140,3.9032,-0.4265,153,92.8534,-1.6648,27.05
13170.0,1760013170,3.8986,-0.4232,153,93.0952,-1.6498,26.7
13200.0,1760013200,3.9108,-0.4181,154,92.9088,-1.6352,27.1973
13230.0,1760013230,3.9177,-0.2926,154,93.0991,-1.1464,27.1117
13260.0,1760013260,3.8909,-0.2502,154,93.0396,-0.9734,26.9598
13290.0,1760013290,3.8829,-0.2694,155,92.8169,-1.0459,26.7973
13320.0,1760013320,3.904,-0.2164,155,92.7624,-0.8449,26.7983
13350.0,1760013350,3.9001,-0.1022,155,92.9132,-0.3985,26.6323
13380.0,1760013380,3.8974,-0.1303,156,92.7913,-0.5079,26.836
13410.0,1760013410,3.887,-0.0297,156,92.8851,-0.1156,26.7373
13440.0,1760013440,3.9026,0.0083,156,92.948,0.0326,26.9641
13470.0,1760013470,3.8914,0.0079,157,92.7747,0.0307,26.5985
13500.0,1760013500,3.8926,-0.0204,157,92.8772,-0.0795,26.7501
13530.0,1760013530,3.8918,0.0769,157,92.8741,0.2994,26.9272
13560.0,1760013560,3.9067,0.103,158,92.7285,0.4023,27.0636
13590.0,1760013590,3.883,0.1577,158,92.7948,0.6124,27.2983
13620.0,1760013620,3.8983,0.1398,159,92.7377,0.5449,26.6673
13650.0,1760013650,3.8939,0.245,159,92.78,0.954,27.1335
13680.0,1760013680,3.8831,0.2806,159,92.799,1.0895,27.4173
13710.0,1760013710,3.8921,0.3359,160,92.7068,1.3072,27.1153
13740.0,1760013740,3.8755,0.4152,160,92.7769,1.6092,27.203
13770.0,1760013770,3.8814,0.2898,160,92.7198,1.125,26.8906
13800.0,1760013800,3.8794,0.4079,161,92.758,1.5826,27.5272
13830.0,1760013830,3.8989,0.3947,161,92.7007,1.5389,27.4436
13860.0,1760013860,3.903,0.4264,161,92.6567,1.6644,27.1002
13890.0,1760013890,3.873,0.4593,162,92.5219,1.7788,27.3968
13920.0,1760013920,3.8811,0.5196,162,92.5564,2.0166,27.607
13950.0,1760013950,3.8579,0.4287,162,92.4934,1.6538,27.5558
13980.0,1760013980,3.8946,0.5962,163,92.8777,2.322,27.3885
14010.0,1760014010,3.8874,0.6443,163,92.683,2.5048,27.4821
14040.0,1760014040,3.896,0.5524,163,92.5775,2.1521,27.8558
14070.0,1760014070,3.8655,0.6734,164,92.5799,2.603,27.7942
14100.0,1760014100,3.8797,0.6894,164,92.6874,2.6745,27.5773
14130.0,1760014130,3.8894,0.7249,164,92.6021,2.8194,27.4907
14160.0,1760014160,3.8796,0.7584,165,92.6082,2.9424,27.7216
14190.0,1760014190,3.8666,0.7193,165,92.7116,2.7812,27.8858
14220.0,1760014220,3.8663,0.7128,166,92.5652,2.7561,27.7429
14250.0,1760014250,3.8789,0.7996,166,92.5832,3.1016,28.2679
14280.0,1760014280,3.8677,0.789,166,92.575,3.0517,28.2054
14310.0,1760014310,3.8667,0.8368,167,92.6943,3.2355,28.2391
14340.0,1760014340,3.8518,0.902,167,92.6786,3.4744,28.2301
14370.0,1760014370,3.8724,0.8702,167,92.5805,3.3697,28.0715
14400.0,1760014400,3.8638,0.8455,168,92.6522,3.2668,28.1062
14430.0,1760014430,3.8656,0.8298,168,92.522,3.2075,28.3203
14460.0,1760014460,3.8682,0.9221,168,92.5876,3.5667,28.2682
14490.0,1760014490,3.8551,0.8608,169,92.5861,3.3184,27.9963
14520.0,1760014520,3.8534,0.8497,169,92.6056,3.2741,28.1753
14550.0,1760014550,3.8566,0.8838,169,92.3125,3.4084,28.4362
14580.0,1760014580,3.8519,0.8432,170,92.5391,3.2481,28.3842
14610.0,1760014610,3.8417,0.8758,170,92.4656,3.3646,28.4048
14640.0,1760014640,3.8482,0.8883,170,92.5399,3.4183,28.2322
14670.0,1760014670,3.8395,0.9408,171,92.5349,3.6123,28.8071
14700.0,1760014700,3.8538,0.8902,171,92.6179,3.4305,28.0715
14730.0,1760014730,3.8612,0.8845,171,92.5648,3.4151,28.208
14760.0,1760014760,3.8559,0.7997,172,92.5583,3.0834,28.3949
14790.0,1760014790,3.8626,0.9166,172,92.5248,3.5405,28.2602
14820.0,1760014820,3.8434,0.8143,173,92.6314,3.1297,28.3328
14850.0,1760014850,3.8531,0.9119,173,92.4354,3.5136,28.6831
14880.0,1760014880,3.8263,0.7644,173,92.5046,2.925,28.2335
14910.0,1760014910,3.8258,0.8235,174,92.3895,3.1507,28.8589
14940.0,1760014940,3.8513,0.7798,174,92.5918,3.0033,28.6187
14970.0,1760014970,3.8644,0.7675,174,92.3764,2.9659,28.4925
15000.0,1760015000,3.8581,0.7425,175,92.5474,2.8645,28.6081
15030.0,1760015030,3.8417,0.7088,175,92.2434,2.7229,28.6743
15060.0,1760015060,3.8433,0.8081,175,92.507,3.1058,28.9154
15090.0,1760015090,3.8232,0.721,176,92.2909,2.7565,28.417
15120.0,1760015120,3.8401,0.6765,176,92.4265,2.5978,28.472
15150.0,1760015150,3.8353,0.5863,176,92.4545,2.2485,28.7629
15180.0,1760015180,3.8244,0.6462,177,92.3743,2.4713,28.7625
15210.0,1760015210,3.8525,0.5946,177,92.2907,2.2907,28.4971
15240.0,1760015240,3.8369,0.5754,177,92.1999,2.2077,28.4888
15270.0,1760015270,3.8302,0.5782,178,92.2863,2.2146,28.6626
15300.0,1760015300,3.838,0.4569,178,92.2701,1.7535,28.6935
15330.0,1760015330,3.8268,0.4609,178,92.4038,1.7637,28.8129
15360.0,1760015360,3.8459,0.3699,179,92.2634,1.4228,28.7009
15390.0,1760015390,3.8367,0.3646,179,92.2657,1.3987,28.7981
15420.0,1760015420,3.8352,0.3679,180,92.2088,1.4108,28.3282
15450.0,1760015450,3.8343,0.434,180,92.2036,1.6639,28.7342
15480.0,1760015480,3.8239,0.281,180,92.2635,1.0745,28.7075
15510.0,1760015510,3.8219,0.2819,181,92.3171,1.0774,28.5443
15540.0,1760015540,3.8308,0.1777,181,92.1808,0.6808,28.7529
15570.0,1760015570,3.8288,0.1762,181,92.1075,0.6746,28.6936
15600.0,1760015600,3.8244,0.2472,182,92.0836,0.9455,28.7171
15630.0,1760015630,3.8166,0.1923,182,92.0874,0.7339,28.532
15660.0,1760015660,3.8267,0.1132,182,92.2075,0.4332,28.3188
15690.0,1760015690,3.8163,0.0114,183,92.2169,0.0436,28.7082
15720.0,1760015720,3.8231,0.1387,183,91.9676,0.5301,28.7432
15750.0,1760015750,3.8209,-0.0848,183,92.0459,-0.3239,28.6203
15780.0,1760015780,3.8141,-0.0695,184,91.9626,-0.2652,28.2891
15810.0,1760015810,3.8277,-0.0929,184,92.0078,-0.3556,28.6135
15840.0,1760015840,3.8141,-0.1329,184,92.0145,-0.5068,28.6545
15870.0,1760015870,3.8271,-0.2145,185,92.1116,-0.821,28.7765
15900.0,1760015900,3.8334,-0.1651,185,92.0757,-0.6331,29.1223
15930.0,1760015930,3.8117,-0.3357,186,91.9125,-1.2795,29.1361
15960.0,1760015960,3.8128,-0.2388,186,91.959,-0.9104,28.6818
15990.0,1760015990,3.8173,-0.2363,186,91.815,-0.9021,28.8999
16020.0,1760016020,3.8287,-0.3696,187,91.9793,-1.415,28.985
16050.0,1760016050,3.8262,-0.3439,187,91.9127,-1.3158,29.2159
16080.0,1760016080,3.8153,-0.4502,187,91.878,-1.7175,29.8925
16110.0,1760016110,3.8164,-0.4239,188,91.8614,-1.6179,29.2439
16140.0,1760016140,3.8275,-0.5543,188,91.8505,-2.1217,29.6015
16170.0,1760016170,3.8309,-0.5185,188,91.8005,-1.9861,29.6556
16200.0,1760016200,3.8208,-0.4753,189,91.8238,-1.8161,29.641
16230.0,1760016230,3.828,-0.5908,189,91.8459,-2.2617,29.546
16260.0,1760016260,3.8028,-0.5476,189,91.7811,-2.0823,29.5869
16290.0,1760016290,3.8267,-0.5631,190,91.7129,-2.1549,29.4982
16320.0,1760016320,3.8183,-0.6806,190,91.6814,-2.5988,29.2611
16350.0,1760016350,3.8423,-0.6601,190,91.7398,-2.5362,29.7234
16380.0,1760016380,3.8177,-0.7176,191,91.6234,-2.7394,29.7126
16410.0,1760016410,3.8133,-0.6865,191,91.6356,-2.6179,29.8758
16440.0,1760016440,3.8111,-0.6505,191,91.6584,-2.4791,29.5497
16470.0,1760016470,3.828,-0.7212,192,91.6438,-2.7606,29.7206
16500.0,1760016500,3.8189,-0.8047,192,91.7729,-3.0732,29.8199
16530.0,1760016530,3.8216,-0.7706,193,91.5046,-2.9448,30.017
16560.0,1760016560,3.8139,-0.7746,193,91.4015,-2.9541,29.635
16590.0,1760016590,3.8129,-0.8056,193,91.5131,-3.0716,29.8823
16620.0,1760016620,3.8132,-0.9638,194,91.5681,-3.6752,30.1368
16650.0,1760016650,3.8314,-0.9094,194,91.5916,-3.4843,29.9016
16680.0,1760016680,3.8176,-0.823,194,91.5402,-3.1418,30.1649
16710.0,1760016710,3.847,-0.9444,195,91.3878,-3.6333,30.0437
16740.0,1760016740,3.8339,-0.8125,195,91.5003,-3.1151,30.0703
16770.0,1760016770,3.8136,-0.8334,195,91.389,-3.1783,30.2401
16800.0,1760016800,3.8469,-0.9845,196,91.4493,-3.7874,30.1537
16830.0,1760016830,3.8361,-0.9269,196,91.4103,-3.5558,30.1957
16860.0,1760016860,3.8333,-0.9038,196,91.2136,-3.4646,30.4006
16890.0,1760016890,3.8366,-0.9247,197,91.2484,-3.5476,30.1716
16920.0,1760016920,3.8279,-0.8918,197,91.3117,-3.4137,30.276
16950.0,1760016950,3.8238,-0.8567,197,91.3361,-3.2759,30.0523
16980.0,1760016980,3.8194,-0.9065,198,91.2544,-3.4624,30.4269
17010.0,1760017010,3.826,-0.8737,198,91.267,-3.3429,30.0423
17040.0,1760017040,3.8333,-0.9225,198,91.2988,-3.536,30.1217
17070.0,1760017070,3.8346,-0.9635,199,91.2804,-3.6946,30.4503
17100.0,1760017100,3.8335,-0.8475,199,91.3472,-3.2488,30.047
17130.0,1760017130,3.8343,-0.7907,200,91.1837,-3.0317,30.1132
17160.0,1760017160,3.8401,-0.7975,200,91.1903,-3.0627,30.2211
17190.0,1760017190,3.8487,-0.894,200,91.1673,-3.4408,30.2115
17220.0,1760017220,3.8449,-0.7837,201,91.2267,-3.0133,30.1003
17250.0,1760017250,3.8281,-0.7312,201,91.1079,-2.7993,29.9219
17280.0,1760017280,3.823,-0.744,201,91.0358,-2.8444,30.2679
17310.0,1760017310,3.8308,-0.6535,202,91.1354,-2.5034,30.2581
17340.0,1760017340,3.8387,-0.8063,202,91.0718,-3.0951,30.5054
17370.0,1760017370,3.8272,-0.6898,202,91.1844,-2.64,30.258
17400.0,1760017400,3.8487,-0.6387,203,91.216,-2.4581,29.7353
17430.0,1760017430,3.8413,-0.678,203,90.9853,-2.6043,30.0924
17460.0,1760017460,3.8468,-0.5295,203,91.1498,-2.0368,30.0302
17490.0,1760017490,3.837,-0.5992,204,91.1346,-2.299,30.1318
17520.0,1760017520,3.8286,-0.5251,204,91.225,-2.0105,30.0552
17550.0,1760017550,3.8652,-0.545,204,91.1735,-2.1063,30.2795
17580.0,1760017580,3.835,-0.4632,205,90.9584,-1.7762,29.9798
17610.0,1760017610,3.8392,-0.4829,205,91.1817,-1.8541,30.2316
17640.0,1760017640,3.8653,-0.4453,205,91.205,-1.7211,30.2025
17670.0,1760017670,3.8315,-0.2927,206,91.0232,-1.1216,30.1388
17700.0,1760017700,3.8539,-0.3748,206,91.2213,-1.4443,29.8876
17730.0,1760017730,3.8747,-0.2899,207,90.9818,-1.1233,30.1014
17760.0,1760017760,3.8507,-0.2453,207,91.0576,-0.9446,30.2286
17790.0,1760017790,3.8471,-0.1716,207,90.9793,-0.6603,29.8602
17820.0,1760017820,3.862,-0.1778,208,91.188,-0.6868,30.0705
17850.0,1760017850,3.8607,-0.1173,208,91.1328,-0.453,29.6861
17880.0,1760017880,3.8541,-0.0559,208,91.1126,-0.2153,29.7633
17910.0,1760017910,3.8614,-0.1002,209,91.0271,-0.3868,30.3624
17940.0,1760017940,3.8835,-0.0238,209,91.0262,-0.0926,30.1432
17970.0,1760017970,3.8677,-0.0468,209,91.0912,-0.181,30.116
18000.0,1760018000,3.865,0.0556,210,91.0172,0.2149,30.1111
18030.0,1760018030,3.8581,0.084,210,91.0474,0.3242,30.0244
18060.0,1760018060,3.8635,0.1338,210,91.0681,0.5169,29.9044
18090.0,1760018090,3.8829,0.1154,211,90.9867,0.4479,29.8662
18120.0,1760018120,3.8703,0.15,211,91.0329,0.5805,29.6445
18150.0,1760018150,3.8625,0.1791,211,90.9891,0.6917,30.0552
18180.0,1760018180,3.8543,0.2298,212,90.8871,0.8856,30.2225
18210.0,1760018210,3.8701,0.2289,212,91.1388,0.8859,29.9319
18240.0,1760018240,3.8747,0.3711,212,90.9702,1.438,30.3217
18270.0,1760018270,3.8755,0.2765,213,90.9604,1.0714,30.1838
18300.0,1760018300,3.8872,0.3298,213,90.9273,1.2819,29.8671
18330.0,1760018330,3.9054,0.4543,214,90.8869,1.7743,30.4447
18360.0,1760018360,3.8767,0.462,214,90.8939,1.791,30.2731
18390.0,1760018390,3.8786,0.5248,214,91.0512,2.0355,30.4276
18420.0,1760018420,3.8631,0.5081,215,90.9948,1.963,30.5803
18450.0,1760018450,3.8638,0.5243,215,90.9392,2.0258,30.8298
18480.0,1760018480,3.8729,0.5541,215,91.0129,2.1461,30.9959
18510.0,1760018510,3.8809,0.6052,216,90.9209,2.3487,30.557
18540.0,1760018540,3.9006,0.683,216,90.896,2.6642,30.6545
18570.0,1760018570,3.9062,0.6832,216,90.9306,2.6687,30.551
18600.0,1760018600,3.8852,0.6482,217,90.9407,2.5184,30.8379
18630.0,1760018630,3.8951,0.6415,217,90.8166,2.4986,30.4808
18660.0,1760018660,3.8884,0.6691,217,90.8053,2.6018,30.2501
18690.0,1760018690,3.8912,0.7966,218,90.9093,3.0996,30.4447
18720.0,1760018720,3.8949,0.7537,218,90.9847,2.9357,30.688
18750.0,1760018750,3.8854,0.7567,218,90.8422,2.94,30.674
18780.0,1760018780,3.8976,0.8175,219,90.7238,3.1862,30.8367
18810.0,1760018810,3.8967,0.7728,219,90.869,3.0115,30.5855
18840.0,1760018840,3.8872,0.8799,219,90.7868,3.4204,30.3293
18870.0,1760018870,3.8936,0.8791,220,90.772,3.4229,30.609
18900.0,1760018900,3.8981,0.9022,220,90.6206,3.5168,30.8792
18930.0,1760018930,3.899,0.9169,221,90.91,3.5748,30.7914
18960.0,1760018960,3.9018,0.8794,221,90.7775,3.4312,30.461
18990.0,1760018990,3.892,0.8407,221,90.6236,3.2721,30.7319
19020.0,1760019020,3.8879,0.849,222,90.5385,3.3008,30.4527
19050.0,1760019050,3.8967,0.9202,222,90.8004,3.5858,30.7454
19080.0,1760019080,3.8929,0.8758,222,90.6147,3.4095,30.6645
19110.0,1760019110,3.8949,0.9129,223,90.5673,3.5555,30.9317
19140.0,1760019140,3.9019,0.8958,223,90.5232,3.4953,30.8624
19170.0,1760019170,3.9117,0.8739,223,90.5563,3.4183,30.4614
19200.0,1760019200,3.9021,0.8663,224,90.6283,3.3803,30.7228
19230.0,1760019230,3.9089,0.9408,224,90.6383,3.6776,31.1745
19260.0,1760019260,3.8934,0.8884,224,90.6175,3.4588,30.792
19290.0,1760019290,3.8924,0.9106,225,90.5922,3.5445,30.4529
19320.0,1760019320,3.9034,0.8435,225,90.5099,3.2927,30.8388
19350.0,1760019350,3.8935,0.9168,225,90.5436,3.5696,30.697
19380.0,1760019380,3.8831,0.7893,226,90.4686,3.0649,30.4145
19410.0,1760019410,3.8696,0.779,226,90.6138,3.0146,30.501
19440.0,1760019440,3.8979,0.7504,226,90.4205,2.9251,30.5604
19470.0,1760019470,3.8846,0.7642,227,90.4895,2.9685,30.7725
19500.0,1760019500,3.9019,0.7097,227,90.316,2.7693,30.8266
19530.0,1760019530,3.8742,0.7677,228,90.4743,2.9742,30.5796
19560.0,1760019560,3.8811,0.779,228,90.3945,3.0232,30.1875
19590.0,1760019590,3.9,0.7254,228,90.3941,2.8292,30.5567
19620.0,1760019620,3.8961,0.6475,229,90.3915,2.5226,30.5506
19650.0,1760019650,3.8906,0.688,229,90.3453,2.6766,30.0811
19680.0,1760019680,3.885,0.691,229,90.3375,2.6847,30.6169
19710.0,1760019710,3.8818,0.6536,230,90.326,2.5372,30.8781
19740.0,1760019740,3.9101,0.6312,230,90.2032,2.4681,30.5514
19770.0,1760019770,3.8886,0.4681,230,90.2718,1.8202,30.353
19800.0,1760019800,3.888,0.4967,231,90.2284,1.9311,30.0806
19830.0,1760019830,3.8846,0.4608,231,90.1001,1.7899,29.9763
19860.0,1760019860,3.8878,0.4532,231,90.3084,1.7621,29.9935
19890.0,1760019890,3.878,0.4289,232,90.158,1.6635,30.3315
19920.0,1760019920,3.8923,0.3762,232,90.1588,1.4641,29.8458
19950.0,1760019950,3.8717,0.3801,232,90.0899,1.4717,29.8582
19980.0,1760019980,3.8807,0.3231,233,90.1069,1.2539,29.9649
20010.0,1760020010,3.8911,0.3491,233,90.106,1.3584,29.8968
20040.0,1760020040,3.8686,0.2637,233,90.0773,1.0201,30.3847
20070.0,1760020070,3.8738,0.1874,234,90.0963,0.7261,29.6839
20100.0,1760020100,3.8838,0.2011,234,89.8616,0.7811,30.1579
20130.0,1760020130,3.9028,0.0747,235,90.1481,0.2915,29.5388
20160.0,1760020160,3.8725,0.1165,235,90.0594,0.451,29.5931
20190.0,1760020190,3.875,0.0657,235,89.9574,0.2547,30.0271
20220.0,1760020220,3.8668,0.0902,236,89.9156,0.3488,29.5981
20250.0,1760020250,3.8834,-0.0598,236,89.8546,-0.2323,29.7202
20280.0,1760020280,3.8568,-0.0392,236,89.775,-0.1512,29.5512
20310.0,1760020310,3.8775,-0.0299,237,89.9303,-0.1157,29.4428
20340.0,1760020340,3.8643,-0.158,237,89.9859,-0.6106,29.5289
20370.0,1760020370,3.8507,-0.2417,237,89.7942,-0.9305,29.6804
20400.0,1760020400,3.8721,-0.1558,238,89.8574,-0.6033,29.7291
20430.0,1760020430,3.8394,-0.1936,238,89.5748,-0.7434,29.8666
20460.0,1760020460,3.8666,-0.2041,238,89.7272,-0.7892,30.0315
20490.0,1760020490,3.8625,-0.2646,239,89.7711,-1.022,29.5485
20520.0,1760020520,3.8695,-0.3859,239,89.6838,-1.4932,30.0301
20550.0,1760020550,3.8491,-0.3744,239,89.8148,-1.4413,29.9922
20580.0,1760020580,3.8612,-0.4036,240,89.7307,-1.5583,30.162
20610.0,1760020610,3.8624,-0.4247,240,89.5999,-1.6403,29.4281
20640.0,1760020640,3.8679,-0.5189,241,89.8179,-2.0069,29.6818
20670.0,1760020670,3.8576,-0.5282,241,89.5492,-2.0376,29.1124
20700.0,1760020700,3.8351,-0.581,241,89.7879,-2.2282,29.7859
20730.0,1760020730,3.8547,-0.4683,242,89.7466,-1.8051,30.0319
20760.0,1760020760,3.8701,-0.531,242,89.7116,-2.055,29.744
20790.0,1760020790,3.8418,-0.5971,242,89.7614,-2.2938,29.5721
20820.0,1760020820,3.8314,-0.6581,243,89.5301,-2.5214,29.7986
20850.0,1760020850,3.8381,-0.7094,243,89.5975,-2.7229,29.9602
20880.0,1760020880,3.8293,-0.623,243,89.6621,-2.3856,29.3446
20910.0,1760020910,3.8423,-0.7209,244,89.6241,-2.7697,29.5253
20940.0,1760020940,3.855,-0.698,244,89.7204,-2.6909,29.6097
20970.0,1760020970,3.8337,-0.7435,244,89.6322,-2.8503,30.0401
21000.0,1760021000,3.8292,-0.7499,245,89.5047,-2.8715,29.7014
21030.0,1760021030,3.8293,-0.8084,245,89.4706,-3.0955,29.5735
21060.0,1760021060,3.8382,-0.7741,245,89.6112,-2.9712,29.8251
21090.0,1760021090,3.8455,-0.7792,246,89.4764,-2.9964,29.3569
21120.0,1760021120,3.8453,-0.8741,246,89.5308,-3.3613,29.4596
21150.0,1760021150,3.8363,-0.8839,246,89.4365,-3.3908,29.2321
21180.0,1760021180,3.8239,-0.9267,247,89.5737,-3.5438,29.6419
21210.0,1760021210,3.8334,-0.9538,247,89.5551,-3.6564,29.7964
21240.0,1760021240,3.8241,-0.8938,248,89.3725,-3.4181,29.7502
21270.0,1760021270,3.8359,-0.9022,248,89.4475,-3.4607,29.883
21300.0,1760021300,3.839,-0.7815,248,89.4654,-3.0003,29.5588
21330.0,1760021330,3.8246,-0.8458,249,89.4616,-3.2349,29.8484
21360.0,1760021360,3.8118,-0.8893,249,89.4597,-3.3896,29.6487
21390.0,1760021390,3.8336,-0.9605,249,89.4565,-3.6821,29.615
21420.0,1760021420,3.8238,-0.8393,250,89.3875,-3.2093,29.3808
21450.0,1760021450,3.8156,-0.8273,250,89.4956,-3.1566,29.2372
21480.0,1760021480,3.8223,-0.8574,250,89.3882,-3.2772,29.8823
21510.0,1760021510,3.8247,-0.8569,251,89.2784,-3.2774,29.5704
21540.0,1760021540,3.8184,-0.9033,251,89.3931,-3.4494,29.3816
21570.0,1760021570,3.864,-0.8378,251,89.4437,-3.2372,29.1784
21600.0,1760021600,3.8309,-0.8396,252,89.4912,-3.2165,29.9288
21630.0,1760021630,3.8149,-0.8338,252,89.3233,-3.1808,29.3708
21660.0,1760021660,3.8242,-0.8072,252,89.4398,-3.0868,29.3887
21690.0,1760021690,3.8246,-0.7956,253,89.3879,-3.0427,28.8502
21720.0,1760021720,3.8175,-0.829,253,89.5308,-3.1648,29.2682
21750.0,1760021750,3.8007,-0.7306,253,89.3933,-2.7767,29.3702
21780.0,1760021780,3.8068,-0.8041,254,89.4167,-3.0612,29.3603
21810.0,1760021810,3.8207,-0.7902,254,89.5342,-3.0189,29.1793
21840.0,1760021840,3.8227,-0.6599,255,89.3127,-2.5226,29.2672
21870.0,1760021870,3.8224,-0.6744,255,89.1312,-2.5778,29.0227
21900.0,1760021900,3.8125,-0.6143,255,89.184,-2.342,29.0785
21930.0,1760021930,3.8097,-0.5482,256,89.2167,-2.0885,28.8893
21960.0,1760021960,3.8301,-0.5873,256,89.3003,-2.2494,28.8162
21990.0,1760021990,3.805,-0.5937,256,89.2402,-2.2591,28.9733
22020.0,1760022020,3.7962,-0.595,257,89.4268,-2.2587,28.7012
22050.0,1760022050,3.8088,-0.441,257,89.3372,-1.6797,28.6484
22080.0,1760022080,3.8107,-0.4748,257,89.339,-1.8095,28.7347
22110.0,1760022110,3.807,-0.3557,258,89.3248,-1.3542,28.6023
22140.0,1760022140,3.7991,-0.35,258,89.1831,-1.3298,28.5491
22170.0,1760022170,3.8093,-0.4111,258,89.5315,-1.566,28.6976
22200.0,1760022200,3.8031,-0.3263,259,89.3933,-1.241,28.5132
